"paper_id","user_id","sched_conf_id","track_id","language","start_time","end_time","comments_to_dr","citations","date_submitted","date_reminded","last_modified","date_status_modified","status","submission_progress","review_mode","current_stage","submission_file_id","revised_file_id","review_file_id","layout_file_id","director_file_id","pages","date_to_presentations","date_to_archive","comments_status"
"899","1629","1","18","pt","\N","\N","\N","\N","\N","\N","2010-07-22 19:58:55","2010-07-22 19:58:55","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"1600","959","1","16","pt","\N","\N","\N","\N","2010-07-23 21:05:27","\N","2010-10-26 15:21:57","2010-09-27 11:17:48","3","0","1","2","2723","4260","2727","\N","\N","\N","\N","\N","0"
"494","400","1","19","pt","\N","\N","\N","\N","2010-07-17 14:31:28","\N","2010-10-26 16:14:53","2010-09-08 17:07:26","3","0","1","2","781","3794","782","\N","\N","\N","\N","\N","0"
"11","81","1","18","pt","\N","\N","\N","\N","2010-06-20 18:32:48","\N","2010-10-26 16:32:04","2010-10-26 16:32:04","0","0","1","2","13","\N","14","\N","\N","\N","\N","2010-10-26 16:32:04","0"
"287","301","1","9","pt","\N","\N","\N","\N","2010-07-13 15:35:27","\N","2010-11-04 10:37:07","2010-10-26 14:17:52","3","0","1","2","438","\N","439","\N","\N","\N","\N","2010-10-25 17:11:35","0"
"871","1613","1","11","pt","\N","\N","\N","\N","2010-07-22 19:05:19","\N","2010-11-04 11:13:31","2010-09-15 12:32:50","3","0","1","2","1422","4229","1429","\N","\N","\N","\N","\N","0"
"1015","1690","1","15","pt","\N","\N","\N","\N","2010-10-24 23:58:04","\N","2010-10-25 09:37:01","2010-10-25 09:37:01","0","0","1","2","4383","\N","4384","\N","\N","\N","\N","2010-10-25 09:37:01","0"
"721","1483","1","19","pt","\N","\N","\N","\N","2010-07-21 22:00:21","\N","2010-11-07 13:42:32","2010-11-07 13:41:42","3","0","1","2","1171","3830","1172","\N","4445","\N","\N","2010-10-28 15:29:31","0"
"1653","803","1","5","pt","\N","\N","\N","\N","\N","\N","2010-07-23 21:23:37","2010-07-23 21:23:37","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"1527","1844","1","2","pt","2010-11-19 08:15:00","2010-11-19 09:45:00","\N","\N","2010-07-23 19:48:12","\N","2010-11-10 17:14:07","2010-09-22 20:06:19","3","0","1","2","2558","4349","2562","\N","\N","\N","\N","\N","0"
"1674","1806","1","7","pt","\N","\N","\N","\N","2010-07-23 21:53:23","\N","2010-10-25 17:11:33","2010-09-11 22:12:05","3","0","1","2","2811","4002","2842","\N","\N","\N","\N","\N","0"
"1386","1875","1","16","pt","2010-11-19 10:00:00","2010-11-19 11:30:00","\N","\N","2010-07-23 17:54:00","\N","2010-11-10 17:43:29","2010-09-17 16:14:56","3","0","1","2","2310","\N","2335","3499","\N","\N","2010-09-27 17:51:48","\N","0"
"341","895","1","17","pt","\N","\N","\N","\N","2010-07-14 16:46:25","\N","2010-10-26 15:04:39","2010-09-22 19:47:00","3","0","1","2","520","3883","524","\N","\N","\N","\N","\N","0"
"1248","1688","1","2","pt","\N","\N","\N","\N","2010-07-23 15:48:46","\N","2010-10-19 16:51:23","2010-09-12 17:07:17","3","0","1","2","2071","3931","2082","\N","\N","\N","\N","\N","0"
"448","595","1","17","pt","2010-11-18 16:00:00","2010-11-18 17:30:00","\N","\N","2010-07-20 18:14:54","\N","2010-11-11 15:35:29","2010-09-23 12:55:02","3","0","1","2","966","\N","974","\N","4428","\N","2010-10-27 14:26:11","\N","0"
"872","502","1","19","pt","\N","\N","\N","\N","\N","\N","2010-07-22 19:00:13","2010-07-22 19:00:13","1","3","1","2","1424","\N","\N","\N","\N","\N","\N","\N","0"
"26","103","1","14","pt","2010-11-19 10:00:00","2010-11-19 11:30:00","\N","\N","2010-06-21 11:26:30","\N","2010-11-16 09:35:56","2010-09-26 21:15:24","3","0","1","2","39","\N","40","4502","\N","\N","2010-11-16 09:35:53","\N","0"
"314","338","1","11","pt","2010-11-18 16:00:00","2010-11-18 17:30:00","\N","\N","2010-07-14 16:12:22","\N","2010-11-16 10:39:35","2010-09-16 16:56:21","3","0","1","2","478","4303","519","4685","\N","\N","2010-11-16 10:39:35","\N","0"
"20","91","1","3","pt","\N","\N","\N","\N","2010-06-20 21:57:20","\N","2010-07-27 13:39:36","2010-07-27 13:39:25","0","0","1","2","30","\N","31","\N","\N","\N","\N","2010-07-27 13:39:25","1"
"687","1441","1","14","pt","\N","\N","\N","\N","2010-07-21 17:04:31","\N","2010-10-29 19:50:29","2010-10-29 19:50:29","0","0","1","2","1103","\N","1110","\N","\N","\N","\N","2010-10-29 19:50:29","0"
"22","91","1","17","pt","\N","\N","\N","\N","2010-06-20 22:04:50","\N","2010-10-21 17:30:27","2010-09-21 16:19:36","3","0","1","2","34","3652","35","\N","\N","\N","\N","\N","0"
"15","91","1","19","pt","\N","\N","\N","\N","2010-06-20 21:31:02","\N","2010-10-22 11:34:51","2010-09-04 07:45:34","3","0","1","2","21","3650","22","\N","\N","\N","\N","\N","0"
"18","91","1","19","pt","\N","\N","\N","\N","\N","\N","2010-06-20 21:43:18","2010-06-20 21:42:22","1","2","1","2","27","\N","\N","\N","\N","\N","\N","\N","0"
"1654","1309","1","17","pt","\N","\N","\N","\N","2010-07-23 21:31:35","\N","2010-10-13 16:31:11","2010-10-13 16:31:11","0","0","1","2","2775","\N","2797","\N","\N","\N","\N","2010-10-13 16:31:11","0"
"1471","1684","1","19","pt","2010-11-18 14:15:00","2010-11-18 15:45:00","\N","\N","2010-07-23 19:15:22","\N","2010-11-16 22:04:22","2010-09-10 19:23:23","3","0","1","2","2493","\N","2511","5205","\N","\N","2010-11-16 22:04:21","\N","0"
"1488","1556","1","19","pt","\N","\N","\N","\N","2010-07-23 19:10:57","\N","2010-11-17 09:19:05","2010-09-10 19:23:44","3","0","1","2","2492","\N","2497","5321","\N","\N","2010-11-17 09:19:04","\N","0"
"977","1574","1","18","pt","\N","\N","\N","\N","\N","\N","2010-07-23 00:06:08","2010-07-23 00:06:08","1","3","1","2","1604","\N","\N","\N","\N","\N","\N","\N","0"
"1601","1955","1","17","pt","2010-11-18 14:15:00","2010-11-18 15:45:00","\N","\N","2010-07-23 20:55:30","\N","2010-11-17 10:13:22","2010-09-25 01:58:02","3","0","1","2","2689","\N","2703","5618","\N","\N","2010-11-17 10:13:19","\N","0"
"1016","1574","1","18","pt","\N","\N","\N","\N","\N","\N","2010-07-23 07:21:30","2010-07-23 07:21:30","1","5","1","2","1666","\N","\N","\N","\N","\N","\N","\N","0"
"14","91","1","19","pt","\N","\N","\N","\N","2010-06-20 21:27:47","\N","2010-09-25 13:56:22","2010-09-25 13:56:22","0","0","1","2","19","\N","20","\N","\N","\N","\N","2010-09-25 13:56:22","0"
"78","33","1","19","pt","\N","\N","\N","\N","2010-06-29 19:40:08","\N","2010-09-25 13:56:36","2010-09-25 13:56:36","0","0","1","2","115","\N","116","\N","\N","\N","\N","2010-09-25 13:56:36","0"
"1328","1849","1","7","pt","\N","\N","\N","\N","\N","\N","2010-07-23 16:56:04","2010-07-23 16:56:04","1","3","1","2","2204","\N","\N","\N","\N","\N","\N","\N","0"
"1262","218","1","16","pt","\N","\N","\N","\N","2010-07-23 16:01:24","\N","2011-01-10 19:27:33","2010-09-11 10:37:35","3","0","1","2","2106","3658","2107","\N","\N","\N","\N","\N","0"
"16","91","1","14","pt","\N","\N","\N","\N","2010-06-20 21:38:07","\N","2010-09-26 21:10:03","2010-09-26 21:10:03","0","0","1","2","23","\N","24","\N","\N","\N","\N","2010-09-26 21:10:03","0"
"1545","166","1","19","pt","\N","\N","\N","\N","2010-07-23 20:24:05","\N","2010-11-09 08:31:31","2010-09-10 19:24:25","3","0","1","2","2608","\N","2635","\N","\N","\N","\N","\N","0"
"27","95","1","18","pt","\N","\N","\N","\N","\N","\N","2010-06-21 13:10:34","2010-06-21 13:10:34","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"28","123","1","14","pt","\N","\N","\N","\N","\N","\N","2010-06-21 14:51:55","2010-06-21 14:51:55","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"29","123","1","14","pt","\N","\N","\N","\N","\N","\N","2010-06-21 14:52:07","2010-06-21 14:52:07","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"567","1328","1","11","pt","\N","\N","\N","\N","\N","\N","2010-07-20 06:26:53","2010-07-20 06:26:53","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"835","1270","1","4","pt","\N","\N","\N","\N","2010-07-22 17:09:09","\N","2010-10-25 15:09:21","2010-09-12 00:46:40","3","0","1","2","1373","3868","1378","\N","\N","\N","\N","\N","0"
"1157","1517","1","16","pt","\N","\N","\N","\N","\N","\N","2010-07-23 13:56:35","2010-07-23 13:54:36","1","2","1","2","1922","\N","\N","\N","\N","\N","\N","\N","0"
"1489","393","1","11","pt","\N","\N","\N","\N","\N","\N","2010-07-23 19:11:16","2010-07-23 19:11:16","1","3","1","2","2496","\N","\N","\N","\N","\N","\N","\N","0"
"1546","1925","1","19","pt","\N","\N","\N","\N","\N","\N","2010-07-23 20:01:10","2010-07-23 20:01:10","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"32","158","1","19","pt","\N","\N","\N","\N","\N","\N","2010-06-22 10:25:21","2010-06-22 10:25:21","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"24","107","1","12","pt","\N","\N","\N","\N","2010-06-21 11:05:37","\N","2010-10-27 14:14:52","2010-09-13 19:04:47","3","0","1","2","37","3655","38","\N","\N","\N","\N","\N","0"
"250","879","1","17","pt","2010-11-18 10:00:00","2010-11-18 11:30:00","\N","\N","2010-07-12 19:49:47","\N","2010-11-16 10:27:50","2010-09-22 16:12:42","3","0","1","2","387","\N","389","4642","\N","\N","2010-11-16 10:27:49","\N","0"
"1169","1760","1","20","pt","\N","\N","\N","\N","2010-07-23 19:20:51","\N","2010-10-28 16:10:33","2010-10-28 16:10:32","0","0","1","2","1936","3639","2521","\N","\N","\N","\N","2010-10-28 16:10:32","0"
"598","1362","1","17","pt","2010-11-19 10:00:00","2010-11-19 11:30:00","\N","\N","2010-07-20 16:46:49","\N","2010-11-16 14:56:12","2010-09-23 14:40:39","3","0","1","2","950","\N","954","4880","\N","\N","2010-11-16 14:56:09","\N","0"
"595","654","1","19","pt","\N","\N","\N","\N","2010-07-20 19:41:27","\N","2010-11-16 14:57:14","2010-09-04 08:26:59","3","0","1","2","946","3618","982","\N","4886","\N","\N","\N","0"
"630","1277","1","11","pt","\N","\N","\N","\N","2010-07-21 00:09:24","\N","2010-10-13 14:51:56","2010-10-13 14:51:56","0","0","1","2","1012","\N","1014","\N","\N","\N","\N","2010-10-13 14:51:56","0"
"717","734","1","15","pt","\N","\N","É de significativa importâcia para nós a participação de nosso estado (Piauí) no evento, que mesmo com as dificuldades lutaremos para sediar proximos. Obrigado!","\N","2010-07-21 21:27:46","\N","2010-10-13 15:15:43","2010-10-13 15:15:43","0","0","1","2","1162","\N","1164","\N","\N","\N","\N","2010-10-13 15:15:43","0"
"1249","1596","1","17","pt","\N","\N","\N","\N","2010-07-23 15:50:55","\N","2010-10-13 16:13:14","2010-10-13 16:13:14","0","0","1","2","2073","\N","2087","\N","\N","\N","\N","2010-10-13 16:13:14","0"
"1329","1851","1","17","pt","\N","\N","\N","\N","2010-07-23 16:49:00","\N","2010-10-13 16:27:19","2010-10-13 16:27:19","0","0","1","2","2206","\N","2212","\N","\N","\N","\N","2010-10-13 16:27:19","0"
"792","250","1","5","pt","2010-11-18 10:00:00","2010-11-18 11:30:00","\N","\N","2010-07-22 14:43:02","\N","2010-11-16 17:01:54","2010-09-22 19:55:15","3","0","1","2","1298","4302","1306","5080","\N","\N","2010-11-16 17:01:54","\N","0"
"36","190","1","17","pt","\N","\N","\N","\N","2010-06-22 20:47:19","\N","2010-11-09 09:55:28","2010-09-21 16:43:08","3","0","1","2","51","3673","52","\N","\N","\N","\N","\N","0"
"942","294","1","2","pt","\N","\N","\N","\N","\N","\N","2010-07-22 21:53:09","2010-07-22 21:53:09","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"1552","1939","1","17","pt","2010-11-18 16:00:00","2010-11-18 17:30:00","\N","\N","2010-07-23 20:10:09","\N","2010-11-17 09:47:54","2010-09-25 01:45:06","3","0","1","2","2599","\N","2609","5513","\N","\N","2010-11-17 09:47:53","\N","0"
"978","1574","1","18","pt","\N","\N","\N","\N","\N","\N","2010-07-23 00:14:50","2010-07-23 00:14:50","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"661","1420","1","3","pt","\N","\N","\N","\N","\N","\N","2010-07-21 12:16:25","2010-07-21 12:16:25","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"1292","287","1","18","pt","\N","\N","\N","\N","\N","\N","2010-07-23 16:21:14","2010-07-23 16:21:14","1","5","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"342","1089","1","17","pt","\N","\N","\N","\N","2010-07-14 17:22:49","\N","2010-11-10 09:22:26","2010-09-22 20:10:32","3","0","1","2","538","4253","541","\N","\N","\N","\N","\N","0"
"37","190","1","11","pt","\N","\N","\N","\N","\N","\N","2010-06-22 20:52:19","2010-06-22 20:52:19","1","3","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"21","91","1","3","pt","\N","\N","\N","\N","2010-06-20 22:00:33","\N","2010-07-27 12:06:09","2010-07-27 12:06:09","0","0","1","2","32","\N","33","\N","\N","\N","\N","2010-07-27 12:06:09","0"
"628","364","1","17","pt","2010-11-18 14:15:00","2010-11-18 15:45:00","\N","\N","2010-07-20 23:27:14","\N","2010-11-18 16:38:16","2010-09-23 15:13:05","3","0","1","2","1006","\N","1009","5971","5969","\N","2010-11-18 16:32:32","\N","0"
"629","1387","1","19","pt","\N","\N","\N","\N","2010-07-20 23:30:34","\N","2010-09-25 14:24:22","2010-09-25 14:24:22","0","0","1","2","1010","\N","1011","\N","\N","\N","\N","2010-09-25 14:24:22","0"
"874","852","1","18","pt","\N","\N","\N","\N","\N","\N","2010-07-22 19:06:19","2010-07-22 19:06:19","1","5","1","2","1426","\N","\N","\N","\N","\N","\N","\N","0"
"1088","1369","1","5","pt","2010-11-18 10:00:00","2010-11-18 11:30:00","\N","\N","2010-07-23 11:43:39","\N","2010-11-12 09:22:52","2010-09-12 13:55:49","3","0","1","2","1792","3695","1794","\N","\N","\N","\N","\N","0"
"33","163","1","16","pt","2010-11-19 10:00:00","2010-11-19 11:30:00","\N","\N","2010-06-22 13:48:25","\N","2010-11-16 09:36:01","2010-09-25 15:42:52","3","0","1","2","45","\N","46","4504","\N","\N","2010-11-16 09:36:01","\N","0"
"251","884","1","17","pt","2010-11-18 14:15:00","2010-11-18 15:45:00","\N","\N","2010-07-12 20:01:19","\N","2010-11-16 10:27:51","2010-09-22 16:16:58","3","0","1","2","388","\N","392","4644","\N","\N","2010-11-16 10:27:51","\N","0"
"397","797","1","17","pt","\N","\N","\N","\N","2010-07-15 10:47:06","\N","2010-10-08 15:13:32","2010-10-08 15:13:32","0","0","1","2","611","\N","613","\N","\N","\N","\N","2010-10-08 15:13:32","0"
"270","985","1","19","pt","\N","\N","\N","\N","2010-07-13 13:22:03","\N","2010-11-16 10:30:30","2010-09-10 19:08:07","3","0","1","2","420","1382","427","4663","\N","\N","2010-11-16 10:30:22","\N","0"
"1851","1936","1","19","pt","\N","\N","\N","\N","2010-07-23 23:46:29","\N","2010-10-28 15:51:23","2010-10-28 15:51:23","0","0","1","2","3144","\N","3150","\N","\N","\N","\N","2010-10-28 15:51:23","0"
"566","885","1","17","pt","\N","\N","\N","\N","2010-07-20 01:28:42","\N","2010-11-16 12:38:43","2010-09-23 14:14:55","3","0","1","2","911","4380","912","\N","\N","\N","\N","\N","0"
"13","91","1","19","pt","\N","\N","\N","\N","2010-06-20 21:23:47","\N","2010-10-22 11:32:41","2010-09-04 07:45:24","3","0","1","2","17","3649","18","\N","\N","\N","\N","\N","0"
"41","151","1","11","pt","\N","\N","\N","\N","2010-06-22 23:43:16","\N","2010-10-13 14:42:32","2010-10-13 14:42:32","0","0","1","2","59","\N","60","\N","\N","\N","\N","2010-10-13 14:42:32","0"
"40","194","1","17","pt","\N","\N","\N","\N","2010-06-22 21:34:16","\N","2010-10-13 14:52:30","2010-10-13 14:52:30","0","0","1","2","57","\N","58","\N","\N","\N","\N","2010-10-13 14:52:30","0"
"488","1253","1","17","pt","2010-11-19 08:15:00","2010-11-19 09:45:00","\N","\N","2010-07-17 08:17:49","\N","2010-11-16 14:25:14","2010-09-23 13:20:04","3","0","1","2","773","\N","774","4808","\N","\N","2010-11-16 14:25:13","\N","0"
"718","734","1","15","pt","2010-11-18 14:15:00","2010-11-18 15:45:00","\N","\N","2010-07-21 21:34:01","\N","2010-11-16 15:35:33","2010-09-13 16:58:14","3","0","1","2","1165","\N","1166","4972","\N","\N","2010-11-16 15:35:33","\N","0"
"371","1024","1","17","pt","\N","\N","\N","\N","2010-07-15 00:01:48","\N","2010-10-22 14:18:59","2010-09-22 21:07:30","3","0","1","2","570","4209","571","\N","\N","\N","\N","\N","0"
"39","190","1","19","pt","\N","\N","\N","\N","2010-06-22 21:06:41","\N","2010-11-08 10:04:08","2010-09-10 19:34:00","3","0","1","2","55","3653","56","\N","\N","\N","\N","\N","0"
"979","1574","1","18","pt","\N","\N","\N","\N","\N","\N","2010-07-23 00:18:31","2010-07-23 00:18:31","1","3","1","2","1606","\N","\N","\N","\N","\N","\N","\N","0"
"1490","512","1","6","pt","2010-11-18 10:00:00","2010-11-18 11:30:00","\N","\N","2010-07-23 19:13:21","\N","2010-11-17 09:19:23","2010-09-12 15:41:08","3","0","1","2","2495","3890","2505","5322","\N","\N","2010-11-17 09:19:20","\N","0"
"42","95","1","18","pt","\N","\N","\N","\N","2010-06-23 12:04:53","\N","2010-07-30 13:00:54","2010-07-30 13:00:43","0","0","1","2","61","\N","62","\N","\N","\N","\N","2010-07-30 13:00:43","1"
"663","1083","1","17","pt","\N","\N","Desejo sucesso quanto a realização ref. as conferências do V CONNEPI","\N","\N","\N","2010-07-21 12:28:21","2010-07-21 12:28:21","1","5","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"692","146","1","10","pt","\N","\N","\N","\N","\N","\N","2010-07-21 17:34:48","2010-07-21 17:34:48","1","5","1","2","1115","\N","\N","\N","\N","\N","\N","\N","0"
"571","1331","1","17","pt","\N","\N","\N","\N","2010-07-20 09:52:36","\N","2010-11-09 10:29:14","2010-09-23 14:22:27","3","0","1","2","917","3936","918","\N","\N","\N","\N","\N","0"
"1121","1750","1","19","pt","2010-11-19 10:00:00","2010-11-19 11:30:00","\N","\N","2010-07-23 20:44:17","\N","2010-11-10 17:14:46","2010-09-16 18:23:26","3","0","1","2","2642","4197","2673","\N","\N","\N","\N","\N","0"
"980","1574","1","18","pt","\N","\N","\N","\N","2010-07-23 00:31:31","\N","2010-10-05 00:06:47","2010-10-05 00:06:46","0","0","1","2","1607","\N","1610","\N","\N","\N","\N","2010-10-05 00:06:46","0"
"252","809","1","17","pt","2010-11-19 10:00:00","2010-11-19 11:30:00","\N","\N","2010-07-12 19:56:06","\N","2010-11-16 10:27:58","2010-09-22 16:21:21","3","0","1","2","390","\N","391","4646","\N","\N","2010-11-16 10:27:55","\N","0"
"317","353","1","18","pt","\N","\N","\N","\N","\N","\N","2010-07-14 11:46:40","2010-07-14 11:46:40","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"451","1193","1","8","pt","\N","\N","\N","\N","\N","\N","2010-07-15 21:54:28","2010-07-15 21:54:28","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"497","960","1","12","pt","2010-11-18 08:15:00","2010-11-18 09:45:00","\N","\N","2010-07-17 18:20:59","\N","2010-11-16 14:28:09","2010-09-06 08:33:15","3","0","1","2","791","3815","792","4810","\N","\N","2010-11-16 14:28:08","\N","0"
"875","1232","1","17","pt","\N","\N","\N","\N","\N","\N","2010-07-22 19:04:14","2010-07-22 19:04:14","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"7","59","1","14","pt","\N","\N","\N","\N","2010-06-19 15:52:09","\N","2010-10-21 15:47:56","2010-09-26 20:56:14","3","0","1","2","3","3800","4","\N","\N","\N","\N","\N","0"
"1940","12","1","5","pt","\N","\N","\N","\N","2010-10-06 20:41:42","\N","2010-10-07 16:20:21","2010-10-07 16:20:21","0","0","1","2","3701","\N","3702","\N","\N","\N","\N","2010-10-07 16:20:21","0"
"887","1549","1","19","pt","2010-11-19 10:00:00","2010-11-19 11:30:00","\N","\N","2010-07-22 19:37:08","\N","2010-11-17 09:02:20","2010-09-04 12:53:49","3","0","1","2","1445","3771","1451","5244","\N","\N","2010-11-17 09:02:19","\N","0"
"1604","1453","1","18","pt","\N","\N","\N","\N","2010-07-23 20:57:31","\N","2010-10-22 17:13:22","2010-10-13 18:14:55","3","0","1","2","2692","4139","2707","\N","\N","\N","\N","\N","0"
"1019","1574","1","18","pt","\N","\N","\N","\N","2010-07-23 07:42:34","\N","2010-09-01 01:57:34","2010-09-01 01:57:34","0","0","1","2","1671","\N","1673","\N","\N","\N","\N","2010-09-01 01:57:34","0"
"372","29","1","17","pt","\N","\N","\N","\N","\N","\N","2010-07-15 00:27:43","2010-07-15 00:27:43","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"944","1660","1","18","es","\N","\N","\N","\N","2010-07-22 22:01:50","\N","2010-09-01 11:13:29","2010-09-01 11:13:29","0","0","1","2","1541","\N","1544","\N","\N","\N","\N","2010-09-01 11:13:29","0"
"9","59","1","14","pt","\N","\N","\N","\N","2010-06-19 15:57:28","\N","2010-10-26 14:31:49","2010-09-26 21:03:17","3","0","1","2","7","3775","8","\N","\N","\N","\N","\N","0"
"1567","1717","1","16","pt","\N","\N","\N","\N","2010-07-23 20:24:00","\N","2010-10-26 15:18:31","2010-09-10 07:23:53","3","0","1","2","2624","3924","2634","\N","\N","\N","\N","\N","0"
"43","221","1","15","pt","\N","\N","\N","\N","2010-06-23 17:02:10","\N","2010-10-13 15:18:51","2010-10-13 15:18:51","0","0","1","2","63","\N","64","\N","\N","\N","\N","2010-10-13 15:18:51","0"
"664","1083","1","17","pt","\N","\N","Desejo suceso no evento","\N","2010-07-21 12:35:22","\N","2010-10-13 15:34:31","2010-10-13 15:34:31","0","0","1","2","1061","\N","1063","\N","\N","\N","\N","2010-10-13 15:34:31","0"
"53","192","1","16","pt","\N","\N","\N","\N","2010-06-24 17:46:13","\N","2010-10-13 16:12:58","2010-10-13 16:12:58","0","0","1","2","83","\N","84","\N","\N","\N","\N","2010-10-13 16:12:58","0"
"1548","1253","1","11","pt","\N","\N","\N","\N","2010-07-23 20:03:17","\N","2010-11-17 09:46:47","2010-10-29 15:16:42","3","0","1","2","2586","\N","2591","5505","4435","\N","2010-11-17 09:46:46","2010-10-29 15:15:30","0"
"1371","1874","1","17","pt","\N","\N","\N","\N","2010-07-23 17:33:39","\N","2010-10-26 17:23:52","2010-09-23 22:26:33","3","0","1","2","2284","3812","2295","\N","\N","\N","\N","\N","0"
"426","63","1","11","pt","\N","\N","\N","\N","2010-07-15 15:49:32","\N","2010-10-27 16:28:44","2010-10-27 16:28:44","0","0","1","2","659","3832","661","\N","\N","\N","\N","2010-10-27 16:28:44","0"
"1606","1935","1","14","pt","\N","\N","\N","\N","2010-07-23 20:57:29","\N","2010-10-29 14:30:18","2010-09-26 22:56:16","3","0","1","2","2700","4193","2706","\N","\N","\N","\N","\N","0"
"837","1550","1","2","pt","\N","\N","\N","\N","2010-07-22 17:09:14","\N","2010-11-03 09:59:56","2010-09-12 16:55:47","3","0","1","2","1377","4284","1379","\N","\N","\N","\N","\N","0"
"1491","1913","1","5","pt","\N","\N","\N","\N","2010-07-23 19:34:56","\N","2010-11-03 11:13:41","2010-09-22 19:53:00","3","0","1","2","2499","4184","2538","\N","\N","\N","\N","\N","0"
"427","1167","1","17","pt","\N","\N","\N","\N","\N","\N","2010-07-15 15:51:02","2010-07-15 15:51:02","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"450","1193","1","8","pt","\N","\N","\N","\N","\N","\N","2010-07-15 21:49:45","2010-07-15 21:49:45","1","3","1","2","704","\N","\N","\N","\N","\N","\N","\N","0"
"58","47","1","19","pt","\N","\N","OK","\N","\N","\N","2010-06-26 11:20:18","2010-06-26 11:20:18","1","5","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"61","47","1","19","pt","\N","\N","\N","\N","\N","\N","2010-06-26 11:20:22","2010-06-26 11:20:22","1","5","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
