user_id;gender;initials;affiliation;url;country
2983;M;URL;IFAL;\N;\N
1767;M;FWS;Instituto Federal Do Piauí;\N;BR
2789;F;MBO;UFPA;\N;\N
2784;F;ECPB;IFAL (Campus Marechal Deodoro);\N;\N
2793;F;MAGB;\N;\N;\N
277;F;JGF;IFPE;\N;BR
3246;F;JML;Instituto Federal de Educação, Ciência e Tecnologia - Campus Centro Histórico;\N;BR
2798;M;RLB;\N;\N;\N
1856;\N;\N;IFRN Campus Natal Central;\N;\N
1064;\N;IBS;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba, Campus Picuí.;\N;BR
238;F;DMSS;"INSTITUTO FEDERAL DO PIAUÍ 
CAMPUS FLORIANO";\N;\N
549;F;FLN;Unidade Escolar Carlos Franco;\N;BR
2814;M;JCR;Instituto Federal de Educação, Ciência e Tecnologia da Bahia - IFBA;\N;BR
1416;F;TFSM;Instituto Federal de Educação, Ciência e Tecnologia do Tocantins.;\N;BR
2584;M;MAPP;IFBA;\N;BR
898;F;LMS;Instituto Federal de Educação, Ciência e Tecnologia Campus Satuba - AL;\N;BR
2115;M;TSL;Instituto Federal do Piauí;\N;\N
925;F;MFMB;Instituto Federal de Educação, Ciência e Tecnologia do Piauí - Campus de Floriano;\N;BR
875;F;BDMT;Instituto Federal de Educação, Ciência e Tecnologia de Roraima.;\N;BR
1832;M;FPL;IFRN;\N;BR
2462;\N;\N;\N;\N;BR
20;F;NMS;IFAL;\N;BR
2766;\N;\N;\N;\N;\N
1074;F;AKAN;IFRN - Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte;\N;BR
290;F;HNA;IFRN - campus Ipanguaçu;\N;BR
1409;M;JVF;Instituto Federal de Alagoas - Campus Maceió.;\N;BR
2861;M;aens;IFCE campus Juazeiro do Norte;\N;BR
2044;F;ENSG;IFRN;\N;\N
1628;F;HSP;Instituto Federal de Educação, Ciência e Tecnologia do Amazonas - Campus Manaus Distrito Industrial;\N;BR
2817;M;WDDM;IFPA;\N;\N
358;M;TFB;IFCE- Campus Juazeiro Do Norte;\N;BR
1623;F;NOB;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte;\N;BR
2908;M;RSS;Ifal;\N;\N
1156;M;PEAI;ITC GLOBAL CONSULTORIA LTDA - ME;http://www.itcglobal.com.br/site/;BR
2687;M;lsc;Instituto federal do pará;\N;BR
2799;F;\N;IFMA;\N;\N
1388;M;VEAJ;Instituto Federal de Educação, Ciencia e Tecnologia do Rio Grande do Norte - IFRN;\N;BR
1540;M;JRSM;UFAM;http://www.ufam.edu.br;\N
247;M;JAB;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do norte;\N;BR
1715;M;SSSSM;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte;\N;BR
2549;M;SF;\N;\N;BR
1120;M;KRR;Instituto Federal de Sergipe;\N;BR
414;F;AMS;Instituto Federal de Educação, Ciência e Tecnologia de Alagoas Campus Palmeira dos Índios;\N;BR
896;F;AJSC;Instituto Federal de Educação, Ciência e Tecnologia do Maranhão - Campus Imperatriz;\N;BR
433;F;AMSB;IFRN-Campus  Currais Novos;\N;BR
2909;M;RS;IFAL;\N;\N
129;F;FV;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE;\N;BR
1474;M;MICS;Faculdade Potiguar da Paraíba;\N;\N
1370;M;AAC;INSTITUTO FEDERAL DE EDUCAÇÃO, CIËNCIA E TECNOLOGIA DO MARANHÃO;\N;BR
2636;F;\N;IFPB;\N;BR
826;F;JSM;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba;\N;BR
2835;F;MGS;Instituto Federal do Pará;\N;BR
3407;\N;\N;IFCE;\N;\N
2701;M;CDMR;IFPB;\N;BR
486;F;TNRF;Instituto Federal de Educação, Ciência e Tecnologia do Ceará - IFCE;\N;\N
512;M;MLFS;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba;\N;BR
1830;F;ECCC;Faculdade Atenas Maranhense;\N;BR
3411;\N;\N;IFCE;\N;\N
3414;\N;\N;IFCE;\N;\N
1925;F;DSD;Instituto Federal do Ceará- Campus Limoeiro do Norte;\N;BR
1471;M;TPS;IFRN;\N;\N
2505;F;MSS;"Instituto Federal de Educação, Ciência e Tecnologia de Sergipe - IFS
Campus Lagarto";\N;BR
855;F;lms;IFRN;\N;BR
848;F;CVSS;Universidade Federal da Paraíba - UFPB;\N;BR
635;F;GCM;IFPI-campus floriano;\N;BR
1415;F;KFM;Instituto Federal de Educação Ciência e Tecnologia - IFCE;\N;BR
2567;\N;\N;\N;\N;BR
3408;M;\N;IFBA;\N;\N
1290;F;BMG;UNIVERSIDADE FEDERAL DE ALAGOAS- UFAL;\N;BR
565;F;RFAO;IFRN;\N;BR
270;F;RCPM;Instituto Federal do Rio Grande do Norte;\N;BR
2950;M;PRS;Instituto Federal de Ciências e Tecnologia da Bahia ( IFBA);\N;\N
3162;M;LRRA;IFRN;http://www.ifrn.edu.br;BR
231;F;LR;\N;\N;\N
248;F;TRLS;IFPI;\N;BR
3221;F;KMNSS;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA;\N;BR
2736;F;LSB;IFAM;\N;\N
3409;\N;\N;IFCE;\N;\N
2690;M;FSAS;IFBA- Instituto Federal da Bahia;\N;\N
2460;\N;\N;\N;\N;BR
2869;M;NSS;Instituto Federal de Educação, Ciência e Tecnologia do Ceará/IFCE - Campus Juazeiro do Norte;\N;BR
619;F;LGF;Instituto Federal de Educação, Ciência e Tecnologia do Ceará.;\N;BR
257;F;SMSM;Instituto Federal de Educação, Ciencia e Tecnologia do Amazonas-IFAM;\N;BR
3047;M;JNASJ;Instituto Federal de Educação Ciência e Tecnologia do Pará-IFPA;\N;\N
2727;M;VFLJ;IFAM;\N;\N
2951;F;AJS;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO - CAMPUS ZÉ DOCA;\N;BR
1501;F;CIAS;Instituto Federal de Educação, Ciência e Tecnologia de Sergipe;\N;BR
581;M;EBSC;Instituto Federal da Bahia;http://www.ifba.edu.br;BR
114;F;AMS;Istituto Federal de Educação Ciência e Tecnologia de Sergipe;\N;\N
2682;F;KMMS;Instituto Federal de Educação, Ciência e Tecnologia Sertão Pernambucano;\N;BR
2945;F;SWMM;Instituto Federal de Educação, Ciência e Tecnologia de Sergipe;\N;\N
3163;O;JMLA;UFAL;\N;BR
2534;F;TCNS;Universidade Federal do Rio Grande do Norte;\N;BR
1135;M;DCB;Instituto Federal de Educação Ciência e Tecnologia do Tocantins - Campus Palmas;\N;BR
889;F;AMM;IF SERTÃO PERNAMBUCANO;\N;BR
139;F;PSF;IFRN;\N;BR
499;F;JSC;IFS - Instituto Federal de Sergipe;\N;BR
3323;M;VJS;Universidade Federal do Amazonas;\N;BR
1895;F;NNR;Instituto Federal de Educação, Ciência e Tecnologia do Ceará;\N;BR
2870;F;MMSM;IFPB;\N;BR
2503;\N;MLVNM;IFRN;\N;BR
1549;M;CMG;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba;\N;\N
3377;F;MAS;IFCE - Campus Quixadá;\N;BR
2611;F;AIGA;"Universidade Federal de Campina Grande
Campus Cuité
Centro de Educação e Saúde";\N;BR
1759;M;dgp;IFCE;\N;\N
3410;M;\N;IFBA;\N;\N
2550;\N;\N;\N;\N;BR
6929;\N;\N;\N;\N;\N
2692;F;CLMS;IFRN;http://lattes.cnpq.br/0940685473373951;\N
839;F;ICS;Instituto Federal do Piauí;\N;BR
3193;M;RMLJ;INSTITUTO FEDERAL DE CIÊNCIA, EDUCAÇÃO E TECNOLOGIA DE PERNAMBUCO - IFPE;\N;BR
1819;F;ILGF;Instituto Federal do Rio Grande do Norte;\N;BR
958;F;APBC;IFS - Instituto de Educação, Ciência e Tecnologia de Sergipe;\N;BR
1417;F;MBS;Instituto Federal de Alagoas;\N;BR
3324;F;\N;IFTO;\N;\N
1743;F;ECFN;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO SERTÃO PERNAMBUCANO;\N;\N
3001;M;\N;IFAL;\N;BR
2691;F;GMT;Instituto Federal de Educação, Ciência e Tecnologia da Bahia - IFBA.;\N;BR
1848;M;JNP;Instituto Federal do Piauí;\N;BR
3412;F;\N;IFBA;\N;\N
2037;M;DPO;INSTITUTO FEDERAL DO MARANHÃO;\N;BR
634;M;LCSR;IFRN;\N;BR
1559;M;MFK;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte. Campus Currais Novos;\N;BR
887;M;RFB;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUI - IFPI;\N;BR
63;M;LCR;Instituto Federal de Educação, Ciência e Tecnologia do Maranhão - IFMA;\N;BR
2952;F;RBS;IFBA;\N;\N
657;F;PMA;EMBRAPA SEMIÁRIDO;\N;BR
1946;M;dal;Instituto Federal de Educação Ciencia e Tecnologia do Tocantins-campus Palmas;\N;\N
2036;M;NESR;IFMA;\N;\N
649;F;\N;instituto de estudos superiores da amazonia;\N;\N
2694;M;CAJ;Instituto Federal de Educação, Ciência e Tecnologia de Sergipe - Campus Aracaju;\N;BR
1288;F;ASC;INSTITUTO FEDERAL DE SERGIPE;\N;BR
1155;F;DSS;IFPB;\N;BR
2639;F;MASFT;IFRN;\N;\N
933;F;RAF;Istituto Federal de Educação, ciência e tecnoligia do Rio Grande do Norte;\N;BR
2788;F;SRCMS;IFMT;\N;\N
693;F;\N;Instituto Sertão Pernambucano;\N;BR
6930;\N;\N;\N;\N;\N
879;M;RLS;IFBA - Instituto Federal da Bahia;\N;BR
2119;F;SAB;Instituto Federal de Educação, Ciência e Tecnologia do Maranhão - IFMA;\N;BR
2479;\N;\N;\N;\N;BR
981;M;MMRS;IFPB;\N;BR
1208;F;jca;IFTO - ISNTITUTO FEDERAL DE EDUCAÇÃO CIENCIAE TECNOLOGIA DO TOCANTINS;\N;BR
1503;M;\N;IFCE;\N;\N
1056;F;ASSM;Universidade Federal de Alagoas;\N;BR
641;F;TSM;Instituto Federal do Piauí;\N;BR
888;F;YIFN;IFPB;\N;BR
2955;F;JSG;Instituto Federal de Educação do Ceará - Campus Limoeiro do Norte;\N;BR
2506;\N;\N;\N;\N;BR
1098;M;ACGS;Instituto Federal de Educação, Ciência e Tecnologia do Maranhão;\N;BR
943;M;NRRS;IFRN - Campus Zona Norte;http://www.ifrn.edu.br;BR
2689;F;MFS;Instituto Federal do Pará (IFPA);\N;BR
3413;\N;\N;IFCE;\N;\N
2500;\N;admin;\N;\N;BR
2688;M;JCF;Instituto Federal de Educação, Ciência e Tecnologia do Amazona.;\N;BR
2800;F;TVD;ifpa;\N;BR
2713;F;tfp;Instituto Federal de Roraima;\N;BR
2517;M;LPGR;IF Sertao-PE;\N;BR
1239;M;MLON;IFRN;\N;\N
2839;M;LCAS;IFCE - CAMPUS JUAZEIRO DO NORTE -CE;\N;BR
2747;M;JLS;IFRN;\N;BR
186;F;DDC;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO-CAMPUS ZÉ DOCA;\N;BR
1954;M;ATA;Instituto Federal de Educação, Ciência e Tecnologia do Ceará - IFCE;\N;BR
3024;M;LRTS;Instituto Federal de Educação, Ciência e Tecnologia  Rio Grande do Norte;\N;BR
701;M;MDM;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte;\N;BR
1085;M;MFM;INSTITUTO FEDERAL DE EDUCAÇÃO CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE - IFRN;\N;BR
2495;F;ACAO;IFPB;\N;BR
3058;M;HSB;IFRN;\N;BR
567;M;JGFL;IFPB;\N;BR
2642;F;SF;IFRN;\N;BR
939;F;FPS;IFPI-CAMPUS FLORIANO;\N;BR
2746;M;ft;FIC;\N;\N
37;M;EASC;IFPB;\N;BR
2831;M;ERS;Instituto Federal do Pará;\N;BR
2731;M;em;IFCE;\N;\N
3415;M;\N;IFBA;\N;\N
2780;M;FLL;Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano (IF Sertão-PE);\N;BR
1593;M;MSOP;Instituto Federal de Educação, Ciências e Tecnologia do Ceará - IFCE;\N;\N
2742;F;MLSG;IFRN;\N;BR
3342;F;PKMV;Universidade Federal de Campina Grande;\N;BR
1070;M;AACF;Instituto Federal de Educação, Ciência e Tecnologia do Ceará - IFCE;\N;BR
3416;F;\N;IFSERTÃO;\N;\N
2726;M;JSS;IFAM;\N;\N
3224;F;FCXS;IFCE - Sobral;\N;BR
3165;M;mhb;IFPA;\N;\N
2840;M;YAB;Instituto de Ciencia, Educação e Tecnologia do Pará - IFPA;\N;BR
1792;M;EOB;Instituto Federal de Educação Ciência e Tecnologia - IFS;\N;BR
2057;M;gms;IFCE;\N;BR
3225;F;JSM;Instituto Federal de Educação, Ciência e Tecnologia do Tocantins;\N;BR
530;F;LLMN;Instituto Federal de Educação, Ciência e Tecnologia de Alagoas, Campus Marechal Deodoro;\N;BR
3247;F;LCSJ;Instituto federal de Educação, Ciência e Tecnologia - Campus Centro Histórico;\N;BR
3417;\N;\N;IFCE;\N;\N
1368;M;ECP;Instituto Federal de Educação Ciência e Tecnologia do Maranhão/Campus Zé Doca;\N;BR
1080;F;RML;Instituto Federal de Educação, Ciência e Tecnologia do Piauí;\N;BR
1513;M;JCCA;Instituto Federal de Educação, Ciência e Tecnologia do Ceará (IFCE) - Campus Quixadá;http://www.ifce.edu.br;BR
659;M;\N;IF SERTÃO-PE;\N;BR
624;F;LBL;INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DA PARAÍBA - IFPB;\N;BR
2862;M;CLRJ;UNIVERSIDADE FEDERAL DO MARANHÃO;\N;BR
1350;M;TPA;Intituto Federal de Educação, Ciência e Tecnologia do Maranhão/Campus Zé Doca;\N;\N
2768;F;LFS;\N;\N;\N
858;F;CCBS;IFRN;\N;BR
2684;M;AB;Instituto Federal do Mato Grosso;\N;BR
115;M;RMSS;Instituto Federal de Educação, Ciência e Tecnologia de Alagoas - IF-AL, Campus Palmeira dos Índios;\N;\N
2555;M;WSS;UFC Sobral;\N;BR
18;M;\N;IF SERTÃO-PE;\N;\N
3226;F;MRNS;Instituto Federal do Tocantins - Campus Palmas;\N;BR
3343;F;RCGS;IFAL;\N;\N
582;F;NAS;Instituição Federal do Ceará (IFCE);\N;BR
1089;F;MMCG;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - Campus Campina Grande;\N;BR
2887;F;LCS;IF-AL;\N;BR
1927;F;VCFZ;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - IFPB;\N;BR
1634;M;TRSP;Instituto Federal de Educação, Ciências e Tecnologia do Ceará – IFCE Campus Maracanaú;\N;BR
2558;\N;\N;\N;\N;BR
427;F;CCB;UEPB-Universidade Estadual da Paraíba;http://ead.uepb.edu.br/;BR
2465;\N;\N;\N;\N;BR
1248;F;GIRS;Instituto Federal Educação, Ciência e Tecnologia do Tocantins/IFTO;http://www.ifto.edu.br;BR
2760;\N;\N;\N;\N;\N
2810;F;gm;IFCE;\N;\N
3418;\N;\N;IFCE;\N;\N
3005;M;SAS;IFPB - Campus Cajazeiras;\N;\N
2025;F;SCC;IFPB;\N;BR
3295;M;EFA;Instituto Federal de Pernambuco (IFPE);\N;BR
2464;\N;\N;\N;\N;BR
2477;M;AACJ;IFMA;\N;BR
51;F;CVCD;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN;\N;BR
2448;\N;\N;\N;\N;BR
2471;\N;\N;\N;\N;BR
6931;\N;\N;\N;\N;\N
2593;M;\N;IFPB;\N;BR
1406;F;JKDS;IFRN;\N;BR
1473;M;AAS;IFRN- CAMPUS JOÃO CÂMARA;\N;BR
814;M;JVCA;Instituto Federal de Educação, Ciência e Tecnologia do Ceará;\N;BR
2828;M;PPC;instituto federal do pará;\N;BR
3325;F;TSN;IFAL-PIn;\N;BS
2791;F;CMBO;Universidade de Pernambuco - Campus Petrolina;\N;BR
2984;F;DCB;IFMA-Zé Doca;\N;BR
3421;F;\N;IFSERTÃO;\N;\N
2470;\N;admin;\N;\N;BR
3420;F;\N;IFSERTÃO;\N;\N
2488;M;FSDA;IFRN;\N;BR
3419;F;\N;IFSERTÃO;\N;BR
2748;F;MERC;Instituto Federal de Ciências e Tecnologia-campus Limoeiro do NOrte;http://sn129w.snt129.mail.live.com/default.aspx?wa=wsignin1.0;BR
2466;\N;admin;\N;\N;BR
3422;\N;\N;IFSERTÃO;\N;\N
2940;F;JABS;Instituto Federal de Educação, Ciência e Tecnologia. Campus Currais Novos;\N;BR
3344;M;LRS;Instituto Federal do Pará;http://www.ifpa.edu.br;BR
392;\N;\N;Instituto Federal de Educação, Ciência e Tecnologia do Ceará - IFCE;\N;\N
2977;M;KLD;Instituo Federal do Amapá;\N;\N
3168;F;KTAM;Universidade Federal de Alagoas;\N;BR
3023;F;MJMN;Insituto Federal de Educação, Ciência e Tecnologia do Acre (IFAC) - Campus Cruzeiro do Sul;\N;BR
468;M;ACM;IFPE (Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco);\N;BR
141;M;JAA;Instituto Federal de Educação, Ciência e Tecnologia do Maranhão / Campus Zé Doca;\N;BR
489;F;AVF;IFPI;\N;BR
2572;F;VRM;IFTO;\N;BR
2851;F;LAA;Instituto Federal de Educação Ciência e Tecnologia do Ceará;\N;BR
895;F;rvs;Instituto Federal de Educação, Ciência e Cultura do Ceará.;\N;BR
2986;F;NRC;IFMA-Zé Doca;\N;\N
3025;M;KLP;Instituto Federal de Educação, Ciência e Tecnologia Campus Limoeiro do Norte;\N;BR
1727;F;JSD;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO - IFMA;\N;\N
2816;M;GSA;IFAM;\N;\N
1797;F;MPQ;Instituto Federal De Educação, Ciência e Tecnologia do Ceará- IFCE;\N;BR
3382;M;GIS;IFRN;\N;BR
1556;M;MAL;COLÉGIO MILITAR DO CORPO DE BOMBEIROS DO ESTADO DO CEARÁ;\N;BR
3326;M;ALSS;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO - IFMA;\N;\N
3228;M;YNS;IFBA;\N;\N
2632;\N;\N;IFPA;\N;BR
3248;F;CESP;Instituto Federal de Educação, Ciência e Tecnologia;\N;BR
456;M;FWF;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte.;\N;\N
1617;\N;\N;Instituto Federal de Educação, Ciência e Tecnologia do RN Campus Mossoró;\N;\N
137;M;WSA;IFMA/Campus Zé Doca;\N;BR
860;M;OAC;Instituto Federal de Ciencia e Tecnologia do Estado do Ceará;\N;BR
2781;F;GEMN;IFBA;\N;\N
1517;F;rps;IFET-PETROLINA;\N;BR
332;F;SA;Instituto Federal de Educação, Ciência e Tecnologia de Goiás.;\N;BR
1299;M;ECS;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte / Campus Santa Cruz ( IFRN - SC ).;http://www.ifrn.edu.br;BR
127;F;RSF;Instituto Federal de Educação, Ciências e Tecnologia do Ceará;\N;BR
1864;M;JVAP;COLÉGIO MILITAR DO CORPO DE BOMBEIROS DO ESTADO DO CEARÁ;\N;BR
1561;F;\N;IFRN;\N;\N
916;F;MAAM;Instituto Federal de Educação, Ciência e Tecnologia Baiano campus Catu;\N;BR
1998;F;EYFV;INSTITUTO FEDERAL DE EDUCAÇÃO,CIÊNCIA E TECNOLOGIA DO CEARÁ;\N;BR
2702;M;ERS;IFPB;\N;BR
3426;F;\N;IFSERTÃO;\N;\N
1594;F;LSSR;Instituto Federal do Piaui;\N;BR
3369;F;RDF;INSTITUTO FEDERAL DE ALAGOAS;\N;BR
2547;M;admin;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA.
CAMPUS - MARCHAL DEODORO/AL";\N;BR
2970;F;mbl;Ifma-Instituto Federal de educação, ciencia do maranhao- campus ze doca;\N;\N
928;F;LOL;Instituto Federal de Educação, Ciencia e tecnologia Sertão Pernambucano IF-SERTÃO -PE;\N;\N
1860;M;DFS;Instituto Federal de Educação Ciência e Tecnologia do Maranhão - IFMA;\N;BR
3424;F;\N;IFSERTÃO;\N;\N
1917;M;ARS;Instituto Federal de Educação, Ciência e Tecnoloiga da Paraíba;\N;BR
612;F;SYSV;Universidade Federal de Alagoas;\N;BR
1929;F;TTSP;IFPB;\N;BR
2832;M;AJFL;IFPA Institutom Federal de Educação, Ciência e Tecnologia do Pará;\N;BR
2563;\N;\N;\N;\N;BR
1869;F;GRC;Instituto Federal de Educação Ciência e Tecnologia da Paraíba;\N;BR
2751;M;ABL;IFAM - Campus Coari;\N;\N
2621;F;GMT;IFSP;\N;BR
2837;M;JRAS;Instituto Federal de Educação, Ciência e Tecnologia - Amazonas;\N;BR
2700;F;PLDA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO - IFSP;\N;\N
2704;M;FGA;IFPA;http://lattes.cnpq.br/2950474599170947;\N
1178;M;AVBN;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte.;\N;BR
3425;\N;\N;IFCE;\N;\N
780;F;\N;Instituto Federal de Educação, Ciência e Tecnologia do Ceará - IFCE;\N;BR
2741;M;JPBJ;IFRN;\N;BR
2011;M;MMG;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN;\N;BR
2581;\N;\N;\N;\N;BR
1024;M;DLGS;IFRN;\N;BR
1185;M;EWML;IFPI;\N;BR
5;M;WMR;Instituto Federal de Educação, Ciência e Tecnologia de Alagoas;\N;BR
2481;F;WAG;Universidade Federal de Lavras;\N;BR
1984;F;ABP;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN;\N;\N
59;M;EECO;Universidade Federal do Rio Grande do Norte;\N;\N
2864;F;CIVP;IFRN;\N;BR
382;M;WVRS;IFPI;\N;BR
2752;M;FXW;\N;\N;\N
778;M;JRS;Instituto Fedreal de Educação, Ciência e Tecnologia de Alagoas - Campus Satuba;\N;BR
2818;M;LJLA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ - IFPA;\N;BR
2753;F;SMLT;IFAM- Campus Manaus Centro;\N;\N
1735;M;FTB;INSTITUTO FEDERAL DE EDUCAÇÃO,CIÊNCIA E TECNOLOGIA DO CEARÁ;http://www.ifce.edu.br/~fabio;BR
2695;M;FBF;Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso;\N;BR
3227;F;JVF;Instituto Federal de Educação, Ciência e Tecnologia do Tocantins;\N;BR
3249;F;EMC;Instituto Federal de Educação, Ciência e Tecnologia - Campus Centro Histórico;\N;BR
3026;M;ABDG;"INSTITUTO FEDERAL DO CEARÁ
CAMPI JUAZEIRO DO NORTE";\N;BR
1453;F;ECS;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE;\N;BR
3169;F;MMN;Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco - IFPE;\N;\N
2486;M;FRAL;Centro Regional de Ciências Nucleares do Nordeste - CRCN-NE;\N;BR
3254;M;DHAQ;Instituto Federal de Educação Ciência e Tecnologia Campus Araguatins;\N;BR
2092;F;VFS;Instituto Federal de Educação Ciência e Tecnologia de Pernambuco - IFPE;\N;BR
2838;F;MSMF;IFCE - CAMPUS JUAZEIRO DO NORTE - CE;\N;\N
1636;M;JAA;Instituto federal de educação ciencia e tecnologia do Rio Grande do Norte - Campus Mossoró;\N;BR
661;F;LCM;IFRN - Campus Currais Novos;\N;\N
903;F;SNRL;Instituto Federal de Educação, Ciência e Tecnologia do Piauí-IFPI;\N;BR
2848;M;BAV;Instituto Federal de Educação, Ciência e Tecnologia do Pará - IFPA;\N;\N
3378;F;LRCA;IFCE Quixadá;\N;BR
1870;F;AMFS;Instituto Federal de Alagoas - IFAL;\N;BR
1506;M;JAN;UFC-Universidade Federal do Ceará;\N;\N
2856;F;SMMS;IFCE (INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ);\N;\N
2450;F;EGS;\N;\N;BR
3427;F;\N;IFSERTÃO;\N;\N
463;F;LGJR;Instituto Federal de Educação, Ciência e Tecnologia do Ceará;\N;BR
669;M;MSLS;IFTO;\N;BR
2542;F;SM;Universidade Estadual de Ciências da Saúde de Alagoas - UNCISAL;\N;BR
588;M;MSO;Instituto Federal Baiano - Campus Catu;\N;BR
1999;F;ISM;Faculdade Metropolitana da Grande Fortaleza - FAMETRO;\N;\N
1928;M;IBOQ;Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco (IFPE);\N;BR
828;M;DSL;IFPI;\N;BR
352;M;WO;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte;\N;BR
897;M;DL;Instituto Federal de Educação, Ciência e Tecnologia de Alagoas;\N;BR
1950;F;MLC;Instituto Federal de Educação, Ciência e Tecnologia do RN;\N;BR
771;M;APM;Instituto Federal de Educação, Ciência e Tecnologia do Ceará - IFCE;http://www.ifce.edu.br;BR
709;M;JSA;INSTITUTO FEDERAL DO MARANHÃO CAMPUS ZÉ DOCA;\N;BR
3170;M;EAS;Escola Estadual Profª Gilvana Ataide;\N;BR
1746;F;JSS;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba.;\N;BR
762;F;PNM;IFRN;\N;BR
2941;F;JABS;Instituto Federal de Educação, Ciência e Tecnologia. Campus Currais Novos;\N;BR
3230;M;\N;IFAL - Campus Satuba;\N;\N
1700;F;LSP;IFAM;\N;BR
1576;M;EATBJ;IFBA;\N;\N
2857;M;TLFR;IFCE-Juazeiro do Norte;\N;\N
821;F;DGSH;Instituto Federal de Educação, Ciência e Tecnologia - Campus Limoeiro do Norte - Ceará;\N;\N
3428;F;\N;IFSERTÃO;\N;\N
733;F;EMB;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - IFPB;\N;BR
3171;M;jcr;IFAL;\N;BR
2562;\N;BL;PUC-Rio;\N;BR
1216;M;ESF;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte- Campus Ipanguaçu;\N;BR
3231;F;RPP;Instituto Federal de Educação, Ciência e Tecnologia do Tocantins- Campus Palmas;\N;BR
13;F;\N;IFPB;\N;\N
3050;F;PNR;Instituto Federal de Educacao, Ciencia e Tecnologia da Paraiba;\N;BR
11;M;SF;CIn/UFPE;\N;\N
2866;F;NTOA;IFRN;\N;BR
1978;F;ECMM;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE-IFRN;\N;BR
3261;F;NB;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba;\N;BR
2038;M;DFA;IFMA - Campus Zé Doca;\N;BR
2575;F;AKMS;IFRN;\N;BR
615;F;SPNL;IFCE - CAMPUS JUAZEIRO DO NORTE;\N;BR
2902;M;RBM;Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano;\N;BR
2858;M;TLFR;IFCE-Juazeiro do Norte;\N;\N
1291;F;CLAB;IFRN - Instituto Federal de Educação Ciência e Tecnologia do Rio Grande do Norte;\N;BR
3027;F;SFA;Instituto Federal de Educação, Ciência e Tecnologia do Amazonas - IFAM;\N;BR
2014;F;SAS;IFRN;\N;\N
3229;M;GCS;Instituto federal de educação. ciencia e tecnologia do tocantins;\N;BR
