author_id;paper_id;primary_contact;seq;first_name;affiliation;country;url
3318;1557;1;1;Katyusco;"Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco - IFPE<br />";BR;\N
4960;802;0;3;TÁSSIA;"INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA DO CEARá";BR;\N
4958;802;1;1;MARIA;"INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA DO CEARá";BR;\N
2297;1071;0;1;Elda;"Instituto Federal de Educação,Ciência e Tecnologia do Ceará";\N;\N
1912;897;1;1;ANTONIA;<p>IFCE - CAMPUS SOBRAL</p>;BR;\N
1158;558;0;4;NAYANA;IFMA;BR;\N
2281;1071;1;2;Daniel;"Instituto Federal de Educação,Ciência e Tecnologia do Ceará";\N;\N
2298;1071;0;3;Daniel;"Instituto Federal de Educação,Ciência e Tecnologia do Ceará";\N;\N
1156;558;0;2;ANA;IFMA<br />;BR;\N
1157;558;0;3;ILDEMARA;<div>IFMA</div>;BR;\N
2299;1071;0;4;Antonio;"Instituto Federal de Educação,Ciência e Tecnologia do Ceará";\N;\N
3084;1423;0;3;Ricardo;"Instituto Federal de Educação, Ciência e Tecnologia do Piauí";BR;\N
3085;1423;0;4;Valéria;"Instituto Federal de Educação, Ciência e Tecnologia do Piauí";BR;\N
2300;1071;0;5;Suely;"Instituto Federal de Educação,Ciência e Tecnologia do Ceará";\N;\N
3801;1758;1;1;Leonardo;"Instituto Federal de Educação, Ciência e Tecnologia da Bahia - Campus de Vitória da Conquista";BR;http://leonardobcampos.blogspot.com
3083;1423;0;1;Lidijanne;"Instituto Federal de Educação, Ciência e Tecnologia do Piauí";BR;\N
1530;722;0;1;VERA LÚCIA;"Faculdade de Educação da Universidade Federal da Bahia.";BR;\N
3651;1694;1;1;José;"Instituto Federal de Educação, Ciência e Tecnologia do Ceará (IFCE)";BR;\N
1893;885;0;2;Barbara;"Instituto Federal de Educação, Ciência e Tecnologiado Ceará";BR;\N
608;298;0;3;Fabiola;"Instituto Federal de Educação, Ciências e Tecnologia do Ceará";BR;\N
1167;563;1;1;Francker;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte (IFRN).";BR;\N
4652;563;0;2;Luzimar;"<div>Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte (IFRN).</div>";\N;\N
603;298;0;1;Marcos Aurélio;"Instituto Federal de Educação, Ciências e Tecnologia do Ceará";BR;\N
607;298;1;2;Rogério;"Instituto Federal de Educação, Ciências e Tecnologia do Ceará";BR;\N
4653;563;0;3;Nadja Narjara;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte (IFRN).";\N;\N
3843;1781;1;1;Luciane;"Faculdade de Educação de Araucária - PR";BR;\N
4651;563;0;4;Clara Rafaela;"<div>Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte (IFRN).</div>";\N;\N
1026;506;0;2;Simone;Universidade Federal de Sergipe;BR;\N
1027;506;0;3;Maria Benedita;Universidade Federal de Sergipe;BR;\N
1025;506;1;1;Felipe Alan;Universidade Federal de Sergipe;BR;\N
3029;1423;1;2;Aécio;"Instituto Federal de Educação, Ciência e Tecnologia do Piauí";BR;\N
3203;1418;0;3;Mayara;IFMA;BR;\N
1523;713;0;2;Bruno;"<p>Universidade Federal do Rio Grande do Norte</p><p>Centro de Ciencias Humanas, Letras e Arte CCHLA</p><p></p>";BR;\N
575;282;1;1;Diego;"Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco - IFPE.<br />";BR;\N
1517;713;1;1;Emmanuel Felipe;"Instituito Federal de Educação, Cieência e Tecnologia do Rio Grande do Norte - IFRN";BR;\N
3068;1445;1;1;Rosemary;"Instituto Federal de Educação, Ciência e Tecnologia de Sergipe - IFS";BR;http://www.bol.com.br
4515;1494;0;2;Soraya;"<p>Instituto Federal de Educação, Ciência e  Tecnologia do Amazonas - IFAM</p>";BR;\N
4516;1494;0;3;Lucilene;"Instituto Federal de Educação, Ciência e  Tecnologia do Amazonas - IFAM";\N;\N
4517;1494;0;4;Marina;"<p>Instituto Federal de Educação, Ciência e  Tecnologia do Amazonas - IFAM</p>";\N;\N
1760;835;1;1;Ana;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";BR;\N
4514;1494;0;5;Marlene;"Instituto Federal de Educação, Ciência e  Tecnologia do Amazonas - IFAM";\N;\N
5271;1685;0;3;Paula Maria;IFMA;\N;\N
3724;1702;0;3;Lorena Rúbria;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MARANHAO;BR;\N
3725;1702;0;4;Naiza Maria;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MARANHAO;BR;\N
3635;1685;1;1;Pauline;IFMA;BR;\N
3726;1702;0;5;CLOVIS;UNIVERSIDADE FEDERAL DO MARANHAO;BR;\N
3727;1702;0;6;WILAME;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MARANHAO;BR;\N
527;249;0;1;Aline;"Instituto Federal de Educação, Ciência e Tecnologia do Piauí-CAMPUS FLORIANO";BR;\N
4694;249;0;2;Fernanda;"Instituto Federal de Educação, Ciência e Tecnologia do Piauí-CAMPUS FLORIANO<br />";BR;\N
4195;1767;0;2;Josicleide;"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas - campus satuba";BR;\N
4196;1767;0;3;Hugo José;"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas - campus satuba";BR;\N
4197;1767;0;4;Jaqueline;"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas - campus satuba";BR;\N
4194;1767;0;5;Maria Aparecida;"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas - campus satuba";BR;\N
3304;1551;1;1;Luana;"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas - IFAM";BR;\N
3453;1604;1;1;ELÍRIA;"INSTITUTO FEDERAL DE EDUCAçãO CIêNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE";BR;\N
3829;1773;0;1;Ionéia;Faculdade Metropolitana da Grande Fortaleza - FAMETRO;\N;\N
3831;1773;1;2;Luiz;\N;\N;\N
3460;1598;0;2;Miquelina;<p>Instituto Federal de Alagoas</p>;\N;\N
1595;757;0;2;Ilzeni;"Universidade Federal do Maranhão - UFMA";BR;\N
567;274;1;1;Lindalva;"Instituto Federal de Educação, Ciência e Tecnologia  do Ceará";BR;http://www.ifce.edu.br/
4465;274;0;2;Patrícia Helena;"Universidade Federal do Ceará, Av. da Universidade, 2853 - Benfica - <em>Fortaleza</em><em> </em>-- <em>CE </em><br />";BR;http://www.ufc.br
311;156;1;1;Márcia;"Instituto Federal de Educação, Ciência e Tecnologia de Roraima - IFRR";BR;\N
3461;1598;1;3;Fernanda;<p>Instituto Federal de Alagoas</p>;\N;\N
3752;1721;0;2;Sônia;"Instituto Federal de Educação, Ciência e Tecnologia do Amazona";BR;\N
3753;1721;1;3;Gabriel;"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas";BR;\N
5101;1676;0;2;Adonias;IFPE;\N;\N
1605;766;1;1;Venina;"Instituto Federal de Educação, Ciência e Tecnologia de Roraima";BR;\N
5102;1676;0;3;Vitória;IFPE;\N;\N
5476;560;0;2;Cristiane Soares;UEPB;\N;\N
5477;560;0;3;Lidiane Cavalcante;UEPB;\N;\N
5478;560;0;4;Maria Kely;UEPB;\N;\N
5479;560;0;5;Marianna;UEPB;\N;\N
5475;560;0;6;Mônica Cristina;UEPB;\N;\N
2362;811;0;2;Maria;"IFPB - Instituto Federal de Educação, Ciência e Tecnologia da Paraíba";BR;\N
5140;1706;1;2;Cristian;IFRR;\N;\N
1732;820;1;1;Deiseane;IFRN;BR;\N
1740;820;0;2;Samir;IFRN;\N;\N
1741;820;0;3;Maurílio;IFRN;\N;\N
5141;1706;0;3;Thomas;IFRR;\N;\N
5139;1706;0;4;Marcia;IFRR;\N;\N
3965;1824;0;2;Anne;"Professora de Ensino de Química - UERN";BR;\N
3966;1824;0;3;João;IFRN;BR;\N
3967;1824;0;4;Denilson;IFRN;BR;\N
1563;739;1;1;Laysi;IFRN;BR;\N
3968;1824;0;5;Lylyane;IFRN;BR;\N
3969;1824;0;6;Yury;"<p>IFRN</p><p></p>";BR;\N
1954;920;0;1;Larissa;"Instituto Federal de Educação, Ciência e tecnologia do Rio Grande do Norte - Campus Natal - Zona Norte";BR;\N
1960;920;0;2;Marli de Fátima;"Instituto Federal de Educação, Ciência e tecnologia do Rio Grande do Norte.";BR;\N
1962;920;0;4;Elaine;"Instituto Federal de Educação, Ciência e tecnologia do Rio Grande do Norte - Campus Natal - Zona Norte";BR;\N
4018;1846;0;4;José;"Intituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";BR;\N
4654;1638;0;5;Maila;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN Campus Ipanguaçu";BR;\N
3953;1757;0;2;Maria;"<p>Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco</p>";BR;\N
34;17;0;2;Dayse;IFCE;BR;\N
33;17;1;1;Fabiola;"Instituto Federal de Educação, Ciências e Tecnologia do Ceará";BR;\N
3350;1567;1;1;Denise;Universidade Federal de Campina Grande - UFCG;BR;\N
3362;1567;0;2;Taciano;Universidade Federal de Campina Grande - UFCG;\N;\N
3363;1567;0;3;Flavio;Universidade Federal de Campina Grande - UFCG;BR;\N
3364;1567;0;4;Luis;Instituto Federal de Educacao, Ciencia e Tecnologia de Pernambuco - Campus Afogados da Ingazeira;BR;\N
5021;565;0;4;Maria Ivonete;IFCE;BR;\N
1191;578;0;1;Elitânia;IFRN;BR;\N
2889;1354;1;2;Daniela;IFRN;\N;\N
1572;745;1;1;Allyson;"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas - Campus Satuba";BR;http://www.eafs.gov.br
5355;745;0;2;Josicleide;IFAL Campus Satuba;\N;\N
5356;745;0;3;Luciane;<div>IFAL Campus Satuba</div>;\N;\N
4385;889;0;3;THARSIS;CENTEC;BR;\N
2078;974;0;1;Ana Rita;"Instituto Federal de Educação, Ciência e Tecnologia Baiano";BR;\N
2082;974;0;3;Jucimara;<p>Instituto Federal Baiano</p>;BR;\N
2081;974;1;2;Fernanda;<p>Instituto Federal Baiano</p>;BR;\N
4386;889;0;4;FERNANDA;CENTEC;BR;\N
4387;889;0;5;KELLYA;IFCE;BR;\N
4101;1693;0;5;José;"Istituto Federal de Educação Ciência e Tecnologia de Sergipe";BR;\N
3255;1529;1;1;VALDERIZA;"IFMA- INSTITUTO FEDERAL DE EDUCAçãO CIENCIA E TECNOLOGIA";BR;\N
3330;1560;1;1;Phylippe;"Instituto Federal de Educação, Ciencia e Tecnologia do Ceará";BR;\N
4383;889;0;6;KATIANE;IFCE;BR;\N
4475;1451;0;2;Rosária;Universidade Vale do Itajai - UNIVALI;BR;\N
4474;1451;0;3;André Luiz;Instituto Federal Baiano - IF Baiano;BR;\N
3391;1553;0;2;Rafael;"<div>IFPI - Instituto Federal do Piauí</div><br />";BR;\N
3392;1553;0;3;Sabrina;"IFPI - Instituto Federal do Piauí<br />";BR;\N
3390;1553;0;4;Ivanaldo;"<div>IFPI - Instituto Federal do Piauí</div>";BR;\N
4677;1634;1;1;Michelle;"Gestão Ambiental, Instituto Federal de Educação Ciência e Tecnologia de Alagoas -- Campus Marechal Deodoro";BR;\N
3532;1634;0;2;Adelmo;IFAL;BR;\N
4678;1634;0;3;Vanderson;"Pós-Graduando de Gestão Ambiental, UNEAL, Arapiraca -- AL";BR;\N
2238;1049;1;1;Jeane;ifce;BR;\N
1451;681;0;1;Rosângela;"Instituto Federal de Educação Ciência e Tecnologia da Paraíba";BR;\N
4039;1878;1;1;Francisco;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte. (Campus Ipanguaçu)";BR;\N
5114;1100;0;2;Valdenildo;"Instituto Federal de Educação, Ciência e Tecnólogia do Rio Grande do  Norte.";\N;\N
1533;725;0;1;Arlindo;"INSTITUTO FEDERAL DAPARAíBA-IFPB";BR;\N
163;72;0;1;Girlaine;"Instituto Federal de Edcação, Ciência e Tecnologia do Ceará";BR;\N
166;72;0;3;Sidney;"IFCE -- Campus Juazeiro do Norte";BR;\N
167;72;0;4;Jonas;"IFCE -- Campus Juazeiro do Norte";BR;\N
1537;725;1;2;Cleumar;<div>INSTITUTO FEDERAL DE ALAGOAS-IFPB</div><br />;BR;\N
2942;1379;0;2;Francisco;IFRN;BR;\N
2938;1379;1;1;José Alexandre;IFRN;BR;\N
3264;1533;1;1;Thaís;"IFMA- CAMPUS Zé DOCA";BR;\N
4493;1049;0;2;Ialuska;"Istituto de Educação, ciência e Tecnologia do Ceará";BR;\N
4961;802;0;4;MARIA DA GLÓRIA;"INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA DO CEARá";BR;\N
4962;802;0;5;ANTONIA;"INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA DO CEARá";BR;\N
4955;802;0;2;ÉLIDA;"INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA DO CEARá";BR;\N
5354;745;0;4;Angela;IFAL Campus Satuba;\N;\N
4655;1710;0;1;Ana Patricia;"Intituto Federal de Educação, Ciência e Tecnologia do Maranhão";BR;\N
2126;999;0;2;Mariana;"<div>Instituto Federal de Educação Ciência e Tecnologia do Tocantins - Campus Palmas</div>";BR;\N
2116;999;1;1;Djean;"Instituto Federal de Educação Ciência e Tecnologia do Tocantins - Campus Palmas";BR;\N
1452;681;1;2;Joab;"Instituto Federal de Educação Ciência e Tecnologia da Paraíba";BR;\N
1453;681;0;3;Miguel;"Instituto Federal de Educação Ciência e Tecnologia da Paraíba";BR;\N
1454;681;0;4;Trícia Thaise;"Instituto Federal de Educação Ciência e Tecnologia da Paraíba";BR;\N
1455;681;0;5;Jimmy;"Instituto Federal de Educação Ciência e Tecnologia da Paraíba";BR;\N
922;465;1;2;Fábio;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - Campus Currais Novos";BR;\N
3329;1559;1;1;Denise;Universidade Federal de Campina Grande - UFCG;BR;\N
3365;1567;0;5;Maria Elita;Universidade Federal de Campina Grande - UFCG;BR;\N
1825;615;0;3;Jânio;"instituto federal de educação ciencia e tecnologia de alagoas";\N;\N
4602;615;0;4;Wilsom;"instituto federal de educação ciencia e tecnologia de alagoas";BR;\N
1273;615;1;1;adriely;"instituto federal de educação, ciencia e tecnologia de alagoas";BR;\N
890;449;1;1;Laiza;"Universidade Federal do Pará";BR;\N
3162;1490;1;1;MARCOS;"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba";BR;\N
4022;1867;1;1;Pinto;"Instituto Federal de Educação Ciência e Tecnologia do Rio Grande do Norte - Campus Mossoró";\N;\N
1698;809;1;1;IVANISE;"INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA";BR;\N
3360;1571;1;1;Natasha;Instituto Federal de Educacao, Ciencia e Tecnologia do Ceara - Campus Maracanau.;BR;\N
4500;1571;0;2;Nathália;Universidade Federal do Ceara.;BR;\N
4501;1571;0;3;Fernando Henrique;Instituto Federal de Educacao, Ciencia e Tecnologia do Ceara - Campus Maracanau.;BR;\N
4499;1571;0;5;Hamilton;Universidade Federal do Ceara.;BR;\N
4880;1538;0;4;Erbs;IF SERTAO-PE;BR;\N
4877;1538;0;5;Luciana;UFPB;BR;\N
3070;1425;0;3;Janio;"Instituto de Ensino Superio da Paraíba";BR;http://www.janio.com.br
4510;1575;0;3;Johnelton;"INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA DO MARANHãO - IFMA - CAMPUS BURITICUPU";BR;\N
4511;1575;0;2;Leonaldo;"INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA DO MARANHãO - IFMA - CAMPUS BURITICUPU";BR;\N
1047;514;1;2;Luís;IFRN - Campus Currais Novos;BR;\N
1049;514;0;4;Leandro;IFRN - Campus Currais Novos;BR;\N
2172;1020;1;1;Fabiana;IFMA;BR;\N
4568;1020;0;4;Lio;IFMA;BR;\N
4565;1020;0;5;Francisca Girlane;IFMA;BR;\N
4610;1606;0;3;Israel;"<div><div>Instituto Federal de Educação, Ciência e Tecnologia da Bahia</div></div>";BR;\N
3462;1606;0;1;Geonilles;"Instituto Federal de Educação, Ciência e Tecnologia da Bahia";BR;\N
4609;1606;1;2;Anderson;"<div>Instituto Federal de Educação, Ciência e Tecnologia da Bahia</div>";BR;\N
2774;1280;0;2;Marylia;"Instituto Federal de Educação, Ciência e Tecnologia do Ceará - IFCE";BR;\N
2775;1280;0;3;Thamara Rosy;"Instituto Federal de Educação, Ciência e Tecnologia do Ceará - IFCE";BR;\N
2777;1280;0;5;Marisete;"Universidade Federal do Ceará - UFC";BR;\N
2778;1280;0;6;Rinaldo;"Instituto Federal de Educação, Ciência e Tecnologia do Ceará - IFCE";BR;\N
2722;1280;1;1;Tailena Naiara;"Instituto Federal de Educação, Ciência e Tecnologia do Ceará - IFCE";BR;\N
4137;1910;0;1;José Cleiton;"Universidade Federal do Ceará";BR;\N
4146;1910;1;2;Ana Paula;Universidade Federal de Alagoas;BR;\N
4147;1910;0;3;Mario Sergio;"Instituto Federal de Educação, Ciência e Tecnologia do Ceará";\N;\N
2139;1009;1;1;Bruna;"INSTITUTO FEDERAL DE EDUCAçãO. CIêNCIA E TECNOLOGIA DO AMAZONAS - IFAM.";BR;\N
3643;1689;1;1;Paloma;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - Campus Ipanguaçu";BR;\N
3676;1689;0;2;Reinaldo;"Faculdade Vale do Jaguaribe - Aracati Ceará";BR;\N
3677;1689;0;3;Marvin;Universidad EARTH - Costa Rica;CR;\N
3678;1689;0;4;Manuel;Universidad EARTH - Costa Rica;CR;\N
4045;1865;0;2;Aloysio;UNILAVRAS;BR;\N
4020;1865;1;1;Bruno;CEFET, MG - Uned Nepomuceno;BR;\N
3681;1704;1;1;Paloma;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - Campus Ipanguaçu";BR;\N
3443;1587;0;1;Edicarla;"Instituto Federal de Educação,Ciência e Tecnologica do Ceará-IFCE";BR;\N
3409;1587;1;2;Epitacio;"Instituto Federal de Educação,Ciência e Tecnologica do Ceará-IFCE";BR;\N
3444;1587;0;3;Rejane;"Instituto Federal de Educação,Ciência e Tecnologica do Ceará-IFCE";BR;\N
1243;603;0;2;Nathan;"<p class=""Autores""><strong>Instituto Federal de Educação, Ciência e Tecnologia da Paraíba, Campus Picuí.</strong></p>";BR;\N
1244;603;0;3;Monaliza;"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba, Campus Picuí.";BR;\N
1245;603;0;4;Antônio de Pádua;"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba, Campus Picuí.";BR;\N
5358;758;0;3;Elis;IFCE;\N;\N
1246;603;0;5;Joel;"<p>Centro de Ciências Agrárias da Universidade Federal da Paraíba</p>";BR;\N
5359;758;0;4;Luciana Antonia;IFCE;\N;\N
5357;758;0;5;Carlos;IFCE;\N;\N
5262;1657;0;5;Richardson;"<p>Instituto Federal de Educação, Ciência e Tecnologia do Ceará-IFCE/Campus Juazeiro do Norte</p>";BR;\N
5238;1936;0;3;Renata;"<span style=""font-family: Times-Bold;""><p>Instituto Federal de Educação, Ciência e Tecnologia do Ceará -- IFCE, Campus Juazeiro do Norte</p></span>";BR;\N
5239;1936;0;4;Paulo Felipe;"<p>Instituto Federal de Educação, Ciência e Tecnologia do Ceará -- IFCE, Campus Juazeiro do Norte</p>";BR;\N
5236;1936;0;5;Richardson;"<p>Instituição Federal de Educação Ciência e Tecnologia - IFCE, Campus Juazeiro do Norte</p>";BR;\N
2606;1230;1;1;Eriane;<p>IFAL-campus Satuba</p>;BR;\N
2641;1230;0;2;Wagner;"<span style=""font-family: TimesNewRoman; font-size: x-small;""><span style=""font-family: TimesNewRoman; font-size: x-small;""><p>UFPB</p></span></span>";BR;\N
2642;1230;0;3;Francisca;<p>IFCE-campus Crato</p>;BR;\N
2643;1230;0;4;Ângela;<p>IFAL-campus Stuba</p>;BR;\N
2644;1230;0;5;Josiane;<p>IFAL-campus Satuba</p>;BR;\N
3771;1745;1;1;Talma;Intituto Federal de Alagoas - Campus Satuba;BR;\N
3708;1717;1;1;Andréa;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN";BR;\N
5418;1717;0;2;Douglas;IFRN;\N;\N
5419;1717;0;3;Lessandra;IFRN;\N;\N
5417;1717;0;4;Vanessa;IFRN;\N;\N
1616;770;0;1;Daniele;"Universidade Federal da Paraíba";BR;\N
1617;770;0;2;Wagner;"Universidade Federal da Paraíba";BR;\N
1618;770;0;3;Marciara;Instituto Federal de Alagoas, Campus Satuba;BR;\N
1619;770;0;4;Eriane;\N;BR;\N
5324;1159;0;2;Ana Paula;IFET Petrolina;BR;\N
5325;1159;0;3;Ana Cláudia;UNEB Juazeiro;BR;\N
5326;1159;0;4;Luciana;IFET Petrolina;BR;\N
5323;1159;0;5;Adriana;IFET Petrolina;\N;\N
554;269;1;1;Mariana;"IF- SERTãO Pernambucano";BR;\N
557;269;0;2;Wilza Carla;"IF- SERTãO Pernambucano";BR;\N
558;269;0;3;Flávia;"IF- SERTãO Pernambucano";BR;\N
559;269;0;4;Erbs Cintra;"IF- SERTãO Pernambucano";BR;\N
560;269;0;5;Priscila;"IF- SERTãO Pernambucano";BR;\N
4229;1939;0;1;Marcelo;"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano";BR;http://www.ifsertao-pe.edu.br/
4230;1939;1;2;Camila;"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano";BR;http://www.ifsertao-pe.edu.br/
4231;1939;0;3;Maria Cláudia;"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano";BR;http://www.ifsertao-pe.edu.br/
4232;1939;0;4;Erbs;"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano";BR;http://www.ifsertao-pe.edu.br/
4233;1939;0;5;Marcos;"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano";BR;http://www.ifsertao-pe.edu.br/
744;367;1;1;ANA;"INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA DO CEARá - CAMPUS AVANçADO DE BATURITé";BR;http://www.ifce.edu.br
4219;1937;0;1;Marcelo;"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano";BR;http://www.ifsertao-pe.edu.br/
4220;1937;1;2;Izaías;"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano";BR;http://www.ifsertao-pe.edu.br/
4221;1937;0;3;Maria Cláudia;"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano";BR;http://www.ifsertao-pe.edu.br/
4222;1937;0;4;Francisco;"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano";BR;http://www.ifsertao-pe.edu.br/
4223;1937;0;5;Marcos;"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano";BR;http://www.ifsertao-pe.edu.br/
4486;367;0;2;HENRIQUETA;"<p>INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA DO CEARá - CAMPUS LIMOEIRO DO NORTE</p>";BR;\N
4485;367;0;3;ELAINE;"<p>INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA DO CEARá - CAMPUS LIMOEIRO DO NORTE</p>";BR;\N
3706;1698;1;1;Mariana;"Instituto Federal de Educação,Ciência e Tecnologia do Rio Grande do Norte, IFRN - Campus Ipanguaçu";BR;http://lattes.cnpq.br/0959591585883449
4430;1698;0;2;Adria;"<div>Instituto Federal de Educação,Ciência e Tecnologia do Rio Grande do Norte, IFRN - Campus Ipanguaçu</div>";BR;http://lattes.cnpq.br/8523343311654305
4418;1698;0;3;Lucas;"<div>Instituto Federal de Educação,Ciência e Tecnologia do Rio Grande do Norte, IFRN - Campus Ipanguaçu</div>";BR;http://lattes.cnpq.br/3016431345942205
3729;1723;0;1;Jéssica;"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano";BR;\N
3780;1723;0;2;Jane;"Instituto Federal de Educação Ciência e Tecnologia do Sertão Pernambucano";BR;\N
3707;1698;0;5;Luciano;"Instituto Federal de Educação,Ciência e Tecnologia do Rio Grande do Norte, IFRN - Campus Ipanguaçu";BR;http://lattes.cnpq.br/1760592154110947
3781;1723;0;3;Paulo;"Instituto Federal de Educação Ciência e Tecnologia do Sertão Pernambucano";BR;\N
3782;1723;0;4;Luciana;"Instituto Federal de Educação Ciência e Tecnologia do Sertão Pernambucano";BR;\N
3783;1723;1;5;Renato;"Instituto Federal de Educação Ciência e Tecnologia do Sertão Pernambucano";BR;\N
3784;1723;0;6;Renata;"Instituto Federal de Educação Ciência e Tecnologia do Sertão Pernambucano";BR;\N
3912;1814;1;1;Felipe;"IF sertão Pernambucano";BR;\N
1598;762;1;1;Hugo;"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas-Campus Satuba";BR;\N
5361;762;0;2;Angela;IFAL - Campus Satuba;BR;\N
5362;762;0;3;Jaqueline;<div>IFAL - Campus Satuba</div>;BR;\N
5363;762;0;4;Glícia Maris;IFAL - Campus Satuba;BR;\N
5360;762;0;5;Maria Aparecida;IFAL - Campus Satuba;BR;\N
2236;1048;1;1;Leandro;"Instituto FederalBaiano-<em>Campus</em> Guanambi";BR;\N
2257;1048;0;2;Jackeline;Instituto Federal de Alagoas-<em>Campus</em> Satuba;BR;\N
2258;1048;0;3;Nelson;Instituto Federal de Alagoas-<em>Campus</em> Satuba;BR;\N
2260;1048;0;5;Solon;Instituto Federal de Alagoas-<em>Campus</em> Satuba;\N;\N
2184;1025;0;1;Fernanda;"Instituto Federal de Educação, Ciência e Tecnologia - Campus Limoeiro do Norte-CE";\N;\N
2185;1025;1;2;Lorena;\N;\N;\N
2187;1025;0;4;Luana;\N;\N;\N
4310;1096;0;6;Rita Morgana;Centro Universitario Luterano de Manaus;BR;\N
2535;1197;1;1;Maria;"Instituto Federal de Educação Ciencia e Tecnologia do Piaui - Campus Corrente";BR;\N
5353;1197;0;2;Teogenes;"Universidade Federal do Ceará";\N;\N
4398;1239;0;2;Gilmara;"IF- SERTãO";BR;\N
4399;1239;0;3;kátia;"IF- SERTãO";BR;\N
4400;1239;1;4;Rafalela;"IF- SERTãO";BR;\N
4401;1239;0;5;Fernada;"IF- SERTãO";BR;\N
4291;428;0;6;Ivaldo;"<div><div><div><div><div><div><div><div><div><div>Instituto Federal de Educação, Ciência e Tecnologia do Maranhão</div></div></div></div></div></div></div></div></div></div>";BR;http://lattes.cnpq.br/7791865771425896
4295;428;0;7;Antonio;"<div><div><div><div><div><div><div><div><div><div><div>Instituto Federal de Educação, Ciência e Tecnologia do Maranhão</div></div></div></div></div></div></div></div></div></div></div>";BR;http://lattes.cnpq.br/5553903323825348
4290;428;0;2;Marcelo;"<div>Instituto Federal de Educação, Ciência e Tecnologia do Maranhão</div>";BR;\N
4292;428;0;3;Marcos;"<div><div>Instituto Federal de Educação, Ciência e Tecnologia do Maranhão</div></div>";BR;\N
4294;428;0;5;Walacy;"<div><div><div><div>Instituto Federal de Educação, Ciência e Tecnologia do Maranhão</div></div></div></div>";BR;\N
4397;1239;0;6;Luciana;"IF- SERTãO";BR;\N
5390;1476;0;2;Francisca Joyce;"Instituto Federal de Educação do Ceará -- IFCE-";\N;\N
5391;1476;0;3;Júlio Otávio;IFCE;\N;\N
5392;1476;0;4;Lays Naara;IFCE;\N;\N
